comment,qos,transid,city,ssid,encryption,wep,bcninterval,dhcp,type,channel,trilong,paynet,userfound,housenumber,lasttime,firsttime,name,lastupdt,country,region,netid,freenet,trilat,road
,3,20120605-00000,Milano,WIFI-OMELYANENKO,wpa,W,0,?,infra,11,9.15723324,Y,False,,2014-09-29T00:00:00.000Z,2012-06-05T11:00:00.000Z,,2014-09-28T22:00:00.000Z,IT,LOM,00:01:36:A6:24:0E,?,45.45977783,6098_17296
,7,20121014-00000,Milano,FASTWEB-1-molise,wpa,W,0,?,infra,1,9.22393799,?,False,,2016-10-05T10:00:00.000Z,2012-10-14T07:00:00.000Z,,2016-10-05T10:00:00.000Z,IT,LOM,00:01:36:A6:24:4E,?,45.45738983,Viale Molise
,1,20120813-00000,Milano,FASTWEB-1-8a6EsRfsgDba,wpa,W,0,?,infra,6,9.17806053,?,False,2/A,2015-08-15T23:00:00.000Z,2012-08-13T07:00:00.000Z,,2015-08-15T23:00:00.000Z,IT,LOM,00:01:36:A6:24:AD,?,45.46511078,Via Nirone
,0,20120603-00000,Milano,FASTWEB-1-2011,wpa,W,0,?,infra,6,9.17485809,?,False,8,2012-06-03T16:00:00.000Z,2012-06-03T23:00:00.000Z,,2012-06-03T14:00:00.000Z,IT,LOM,00:01:36:A6:24:B8,?,45.45869064,Via Ariberto
,5,20110907-00000,Milano,FASTWEB-1-ZWmEN3Ed6PBo,wpa,W,0,?,infra,1,9.19706059,?,False,,2012-08-13T00:00:00.000Z,2011-09-07T08:00:00.000Z,,2012-08-12T22:00:00.000Z,IT,LOM,00:01:36:A6:24:BB,?,45.45203018,Viale Angelo Filippetti
,0,20150308-00000,Milano,fastweb-fasweb,wpa,W,0,?,infra,6,9.22139931,?,False,,2015-03-08T23:00:00.000Z,2015-03-08T20:00:00.000Z,,2015-03-08T21:00:00.000Z,IT,LOM,00:01:36:A6:24:D8,?,45.48963547,Via Padova
,1,20150328-00000,Milano,FASTWEB-1-S3SofXQ9n3ww,wpa,W,0,?,infra,6,9.15496063,?,False,,2016-01-16T14:00:00.000Z,2015-03-28T23:00:00.000Z,,2016-01-16T14:00:00.000Z,IT,LOM,00:01:36:A6:24:D9,?,45.46971893,Via San Siro
,7,20120206-00000,Milano,FASTWEB-1-2915105,wep,Y,0,?,infra,6,9.2054882,?,False,,2015-10-21T13:00:00.000Z,2011-12-08T09:00:00.000Z,,2015-10-21T13:00:00.000Z,IT,LOM,00:01:36:A6:24:FD,?,45.45018387,Corso Lodi
,0,20120316-00000,Milano,FASTWEB-1-zQ54cp4wQ4iK,wpa,W,0,?,infra,6,9.21134949,?,False,8,2012-03-16T11:00:00.000Z,2012-03-16T17:00:00.000Z,,2012-03-16T09:00:00.000Z,IT,LOM,00:01:36:A6:25:1C,?,45.48307037,Via Errico Petrella
,1,20111207-00000,Milano,FASTWEB-1-Ugw4dXBSnTj8,wpa,W,0,?,infra,6,9.20830345,?,False,,2012-02-08T08:00:00.000Z,2011-12-07T20:00:00.000Z,,2012-02-08T06:00:00.000Z,IT,LOM,00:01:36:A6:25:5D,?,45.45514679,Viale Lazio
,0,20110925-00000,Milano,FASTWEB-1-b5wbzxBh8CNt,wpa,W,0,?,infra,11,9.16898727,?,False,2,2011-09-25T12:00:00.000Z,2011-09-22T20:00:00.000Z,,2011-09-25T10:00:00.000Z,IT,LOM,00:01:36:A6:25:5E,?,45.48266983,Via Andrea Mantegna
,0,20150424-00000,Milano,FASTWEB-1-gzEbPDiopF4L,wpa,W,0,?,infra,6,9.18447113,?,False,59,2015-04-24T15:00:00.000Z,2015-04-14T23:00:00.000Z,,2015-06-14T05:00:00.000Z,IT,LOM,00:01:36:A6:25:64,?,45.49254608,Via Carlo Farini
,0,20130212-00000,Milano,FASTWEB-1-398EU9AcR8Fd,wpa,W,0,?,infra,6,9.18482971,?,False,,2013-02-12T03:00:00.000Z,2013-02-06T15:00:00.000Z,,2013-02-12T01:00:00.000Z,IT,LOM,00:01:36:A6:25:9C,?,45.4617691,Via Valpetrosa
,0,20130804-00000,Milano,FASTWEB-casa,wpa,W,0,?,infra,11,9.18131924,?,False,,2013-08-04T18:00:00.000Z,2013-08-04T17:00:00.000Z,,2013-08-04T16:00:00.000Z,IT,LOM,00:01:36:A6:25:C1,?,45.45222473,Viale Col di Lana
,0,20120403-00000,Milano,FASTWEB-1-oFEcAVMnMpV5,wpa,W,0,?,infra,11,9.16301346,?,False,,2012-04-03T17:00:00.000Z,2012-04-03T23:00:00.000Z,,2012-04-03T15:00:00.000Z,IT,LOM,00:01:36:A6:25:D1,?,45.46466827,Via Giovanni Cantoni
,0,20131003-00000,Milano,SABOTINO16,wpa,W,0,?,infra,6,9.20096207,?,False,25,2013-10-03T11:00:00.000Z,2013-10-03T18:00:00.000Z,,2013-10-03T09:00:00.000Z,IT,LOM,00:01:36:A6:26:0C,?,45.45080185,Viale Sabotino
,3,20111026-00000,Milano,FASTWEB-1-VNHhuz3zg2sP,wpa,W,0,?,infra,6,9.20340919,?,False,,2012-07-07T09:00:00.000Z,2011-10-26T14:00:00.000Z,,2012-07-07T07:00:00.000Z,IT,LOM,00:01:36:A6:26:4C,?,45.46220779,Corso di Porta Vittoria
,0,20130103-00000,Milano,FASTWEB-1-ZtweUmJcdtPL,wpa,W,0,?,infra,6,9.17306423,?,False,,2013-01-03T07:00:00.000Z,2012-12-29T12:00:00.000Z,,2013-01-03T05:00:00.000Z,IT,LOM,00:01:36:A6:26:5B,?,45.52099609,
,0,20121121-00000,Milano,FASTWEB-1-fTHrRc9tjHbv,wpa,W,0,?,infra,3,9.19913292,?,False,,2012-11-21T08:00:00.000Z,2012-11-21T15:00:00.000Z,,2012-11-21T06:00:00.000Z,IT,LOM,00:01:36:A6:26:89,?,45.45704269,Via Alfonso Lamarmora
,0,20130115-00000,Milano,FASTWEB-1-EunjkCSQ6k4y,wpa,W,0,?,infra,1,9.15639687,?,False,,2013-01-15T00:00:00.000Z,2013-01-15T07:00:00.000Z,,2013-01-14T22:00:00.000Z,IT,LOM,00:01:36:A6:27:40,?,45.4407959,Via Bonaventura Zumbini
,0,20120403-00000,Milano,FASTWEB-1-n36X3V5Lpn4a,wpa,W,0,?,infra,6,9.16197968,?,False,,2012-04-03T17:00:00.000Z,2012-04-03T23:00:00.000Z,,2012-04-03T15:00:00.000Z,IT,LOM,00:01:36:A6:27:6D,?,45.46426773,Via Giovanni Cantoni
,0,20150419-00000,Milano,FASTWEB-1-001CA2B69E50,wpa,W,0,?,infra,6,9.14424992,?,False,,2015-04-19T22:00:00.000Z,2015-04-19T21:00:00.000Z,,2015-06-14T02:00:00.000Z,IT,LOM,00:01:36:A6:27:B5,?,45.45556259,Via Pietro Rondoni
,0,20120403-00000,Milano,FASTWEB-1-xhCWeZni3zfi,wpa,W,0,?,infra,6,9.16204739,?,False,,2012-04-03T17:00:00.000Z,2012-04-03T23:00:00.000Z,,2012-04-03T15:00:00.000Z,IT,LOM,00:01:36:A6:27:ED,?,45.46477509,Via Giovanni Cantoni
,7,20120311-00000,Milano,FASTWEB-1-wc3WP7nAZmdj,wpa,W,0,?,infra,6,9.16816521,?,False,27,2015-11-23T14:00:00.000Z,2012-02-24T14:00:00.000Z,,2015-11-23T14:00:00.000Z,IT,LOM,00:01:36:A6:28:22,?,45.4592514,Viale Papiniano
,0,20151214-00000,Milano,FASTWEB-1-001D8B4B0770,wpa,W,0,?,infra,8,9.16548729,?,False,101/1,2015-12-14T11:00:00.000Z,2015-12-14T19:00:00.000Z,,2015-12-14T11:00:00.000Z,IT,LOM,00:01:36:A6:28:2A,?,45.50360107,Via Giuseppe Candiani
,0,20130115-00000,Milano,FASTWEB-1-DuhWwJVzvMiT,wpa,W,0,?,infra,4,9.15114212,?,False,,2013-01-15T00:00:00.000Z,2013-01-15T07:00:00.000Z,,2013-01-14T22:00:00.000Z,IT,LOM,00:01:36:A6:28:39,?,45.43852997,Via Capo Palinuro
,4,20120605-00000,Milano,fastewb-rete,wpa,W,0,?,infra,6,9.20724773,?,False,,2016-10-27T10:00:00.000Z,2012-06-05T16:00:00.000Z,,2016-10-27T10:00:00.000Z,IT,LOM,00:01:36:A6:28:70,?,45.45081329,Via Lazzaro Papi
,1,20131229-00000,Milano,FASTWEB-1-86zCbLxodjZC,wpa,W,0,?,infra,6,9.1750536,?,False,,2016-08-21T22:00:00.000Z,2013-12-29T14:00:00.000Z,,2016-08-21T22:00:00.000Z,IT,LOM,00:01:36:A6:28:87,?,45.44599152,Via Mario Pichi
,2,20121111-00000,Milano,FASTWEB-1-mTahi6mpJ6CG,wpa,W,0,?,infra,11,9.15634251,?,False,,2014-04-29T15:00:00.000Z,2012-11-11T11:00:00.000Z,,2014-04-29T13:00:00.000Z,IT,LOM,00:01:36:A6:28:93,?,45.48583221,Via Ruggero di Lauria
,2,20120319-00000,Milano,FASTWEB-1-iUTpKnXaMm5g,wpa,W,0,?,infra,6,9.22380352,?,False,,2012-12-12T11:00:00.000Z,2012-03-19T14:00:00.000Z,,2012-12-12T09:00:00.000Z,IT,LOM,00:01:36:A6:28:B9,?,45.47620392,Viale Romagna
,0,20160323-00000,Milano,FASTWEB-1-COLANGELO,wpa,W,0,?,infra,11,9.17621803,?,False,,2016-03-23T07:00:00.000Z,2016-03-23T15:00:00.000Z,,2016-03-23T07:00:00.000Z,IT,LOM,00:01:36:A6:28:C8,?,45.50230408,Via Ignazio Ciaia
,0,20130316-00000,Milano,FASTWEB-RYAN,wpa,W,0,?,infra,12,9.15045834,?,False,,2013-03-16T01:00:00.000Z,2013-03-16T07:00:00.000Z,,2013-03-15T23:00:00.000Z,IT,LOM,00:01:36:A6:28:CC,?,45.47253799,Via Gaetano Previati
,6,20120124-00000,Milano,FASTWEB-7-2014,wpa,W,0,?,infra,6,9.1933136,?,False,44,2016-07-20T14:00:00.000Z,2012-01-24T19:00:00.000Z,,2016-07-20T14:00:00.000Z,IT,LOM,00:01:36:A6:28:D5,?,45.4509201,Viale Bligny
,0,20150325-00000,Milano,FASTWEB-1-qJgffU7Gc72c,wpa,W,0,?,infra,11,9.16231823,?,False,,2015-03-25T09:00:00.000Z,2015-03-25T15:00:00.000Z,,2015-03-25T07:00:00.000Z,IT,LOM,00:01:36:A6:28:E8,?,45.49307251,Via Francesco Caracciolo
,7,20130225-00000,Milano,FASTWEB-1-3mHJTMSQBbDZ,wpa,W,0,?,infra,6,9.17079163,?,False,47,2016-04-06T14:00:00.000Z,2013-02-26T05:00:00.000Z,,2016-04-06T14:00:00.000Z,IT,LOM,00:01:36:A6:29:19,?,45.45742035,Viale Papiniano
,6,20120827-00000,Milano,iococz728,wpa,W,0,?,infra,1,9.2079668,?,False,21,2015-10-31T04:00:00.000Z,2012-08-26T17:00:00.000Z,,2015-10-31T04:00:00.000Z,IT,LOM,00:01:36:A6:29:60,?,45.48362732,Via Domenico Scarlatti
,0,20160104-00000,,FASTWEB-2014-Stellini,wpa,W,0,?,infra,11,9.2259264,?,False,,2016-01-04T06:00:00.000Z,2016-01-04T15:00:00.000Z,,2016-01-04T06:00:00.000Z,IT,LOM,00:01:36:A6:29:8E,?,45.43352509,Via Fabio Massimo
,5,20120705-00000,Milano,FASTWEB-2013,wpa,W,0,?,infra,11,9.17841434,?,False,57,2015-09-21T06:00:00.000Z,2012-07-05T14:00:00.000Z,,2015-09-21T06:00:00.000Z,IT,LOM,00:01:36:A6:29:9D,?,45.43774033,Via Giuseppe Meda
,0,20141124-00000,Milano,FASTWEB-NR10,wpa2,2,0,?,infra,11,9.17955685,?,False,10,2014-11-24T11:00:00.000Z,2014-11-24T18:00:00.000Z,,2014-11-24T09:00:00.000Z,IT,LOM,00:01:36:A6:29:B1,?,45.48181534,
,6,20121111-00000,Milano,FASTWEB-1-00219635CA60,wpa,W,0,?,infra,6,9.15533257,?,False,,2015-03-28T19:00:00.000Z,2012-11-11T11:00:00.000Z,,2015-03-28T17:00:00.000Z,IT,LOM,00:01:36:A6:29:C9,?,45.46728516,Via Michelangelo Buonarroti
,3,20120623-00000,Milano,FASTWEBCASA,wep,Y,0,?,infra,6,9.18370724,?,False,34,2013-12-28T09:00:00.000Z,2012-06-24T10:00:00.000Z,,2013-12-28T07:00:00.000Z,IT,LOM,00:01:36:A6:29:DB,?,45.43466949,Via Volvinio
,3,20120424-00000,,FASTWEB-1-9YCfKgkMzU5o,wpa,W,0,?,infra,11,9.26788902,?,False,,2012-05-28T00:00:00.000Z,2012-04-23T18:00:00.000Z,,2012-05-27T22:00:00.000Z,IT,LOM,00:01:36:A6:29:E4,?,45.50427246,Via Fratelli Cervi
,2,20150316-00000,Milano,FASTWEB-1-qSN6vvUShBvG,wpa,W,0,?,infra,11,9.14220238,?,False,,2015-04-24T15:00:00.000Z,2015-03-16T07:00:00.000Z,,2015-06-14T05:00:00.000Z,IT,LOM,00:01:36:A6:29:F1,?,45.46129608,Viale Caterina da Forlì
,1,20150119-00000,Milano,FASTWEB-1-YMTZK2QvZ96T,wpa,W,0,?,infra,1,9.17060852,?,False,10,2015-05-11T08:00:00.000Z,2015-01-19T14:00:00.000Z,,2015-06-14T14:00:00.000Z,IT,LOM,00:01:36:A6:2A:2D,?,45.48166656,Via Giovanni Battista Bertini
,0,20130203-00000,Milano,FASTWEB-105,wep,Y,0,?,infra,11,9.13671589,?,False,,2013-02-03T00:00:00.000Z,2013-02-03T07:00:00.000Z,,2013-02-02T22:00:00.000Z,IT,LOM,00:01:36:A6:2A:34,?,45.46405411,Viale Pisa
,2,20150815-00000,Milano,FASTWEB-1-001CA2AF7178,wpa,W,0,?,infra,11,9.20977497,?,False,2,2017-02-25T03:00:00.000Z,2015-08-16T05:00:00.000Z,,2017-02-25T03:00:00.000Z,IT,LOM,00:01:36:A6:2A:42,?,45.46649933,Via Pietro Calvi
,0,20120813-00000,Milano,fastweb-2,wpa,W,0,?,infra,11,9.18247414,?,False,,2012-08-13T00:00:00.000Z,2012-08-13T07:00:00.000Z,,2012-08-12T22:00:00.000Z,IT,LOM,00:01:36:A6:2A:52,?,45.46311188,Via San Maurilio
,2,20120321-00000,Milano,FASTWEB-1-wUtqrp3Pq3Yk,wpa,W,0,?,infra,11,9.2153101,?,False,,2012-10-22T01:00:00.000Z,2012-03-21T13:00:00.000Z,,2012-10-21T23:00:00.000Z,IT,LOM,00:01:36:A6:2A:77,?,45.51151657,Via Ernesto Breda
,0,20141230-00000,Milano,FASTWEB-1-DuowCaT7puR3,wpa,W,0,?,infra,1,9.18715858,?,False,,2014-12-30T12:00:00.000Z,2014-12-30T17:00:00.000Z,,2014-12-30T10:00:00.000Z,IT,LOM,00:01:36:A6:2A:9D,?,45.46532059,
,1,20120311-00000,Milano,FASTWEB-1-7zxJCiZeCDNX,wpa,W,0,?,infra,6,9.14429855,?,False,64,2012-03-22T08:00:00.000Z,2012-02-27T05:00:00.000Z,,2012-03-22T06:00:00.000Z,IT,LOM,00:01:36:A6:2A:E8,?,45.44923019,Via Giambellino
,7,20121014-00000,Milano,FASTWEB-1-00219634BEC4,wpa,W,0,?,infra,13,9.22395134,?,False,1,2016-10-05T10:00:00.000Z,2012-10-14T07:00:00.000Z,,2016-10-05T10:00:00.000Z,IT,LOM,00:01:36:A6:2A:FC,?,45.45177841,Piazzale Vincenzo Cuoco
,2,20120316-00000,Milano,FASTWEBFANNY,wep,Y,0,?,infra,11,9.14478207,?,False,,2012-06-05T05:00:00.000Z,2012-03-16T06:00:00.000Z,,2012-06-05T03:00:00.000Z,IT,LOM,00:01:36:A6:2B:46,?,45.46034241,Viale Caterina da Forlì
,3,20111207-00000,Milano,FASTWEB-1-PAOLINI,wpa,W,0,?,infra,9,9.22391224,?,False,17,2012-11-23T11:00:00.000Z,2011-12-05T19:00:00.000Z,,2012-11-23T09:00:00.000Z,IT,LOM,00:01:36:A6:2B:5E,?,45.45336151,Viale Molise
,7,20120212-00000,Milano,FASTWEB-1-CASA,wpa,W,0,?,infra,1,9.15946865,?,False,,2016-11-01T21:00:00.000Z,2011-12-31T00:00:00.000Z,,2016-11-01T21:00:00.000Z,IT,LOM,00:01:36:A6:2B:E6,?,45.46167374,
,2,20160104-00000,Milano,FASTWEB-1-2011,wpa,W,0,?,infra,11,9.20344067,?,False,,2016-10-27T10:00:00.000Z,2016-01-04T15:00:00.000Z,,2016-10-27T10:00:00.000Z,IT,LOM,00:01:36:A6:2B:FF,?,45.44888306,Via Piacenza
,4,20151123-00000,Milano,FASTWEB-1-u3P9UmCcVYpT,wpa,W,0,?,infra,1,9.18789482,?,False,,2016-04-06T13:00:00.000Z,2015-11-23T22:00:00.000Z,,2016-04-06T13:00:00.000Z,IT,LOM,00:01:36:A6:2C:11,?,45.4390564,Via Bazzi
,0,20120212-00000,Milano,WifiPerego,wpa,W,0,?,infra,11,9.18536282,?,False,1,2012-02-12T11:00:00.000Z,2011-12-31T00:00:00.000Z,,2012-02-12T09:00:00.000Z,IT,LOM,00:01:36:A6:2C:19,?,45.48919678,Piazza Fidia
,0,20120805-00000,Milano,FASTWEB-TORTORA2011,wpa,W,0,?,infra,11,9.12991333,?,False,,2012-08-05T23:00:00.000Z,2012-08-06T06:00:00.000Z,,2012-08-05T21:00:00.000Z,IT,LOM,00:01:36:A6:2C:2A,?,45.46967697,Via privata Gianicolo
,7,20120105-00000,Milano,FASTWEB-1-cmNLFEZmKvAh,wpa,W,0,?,infra,1,9.23744774,?,False,,2012-08-05T15:00:00.000Z,2012-01-06T14:00:00.000Z,,2012-08-05T13:00:00.000Z,IT,LOM,00:01:36:A6:2C:2C,?,45.48111343,Via Edoardo Bassini
,5,20120417-00000,Milano,FASTWEB-1-001CA2A2BA64,wep,Y,0,?,infra,3,9.23573589,?,False,,2013-03-04T07:00:00.000Z,2012-04-17T07:00:00.000Z,,2013-03-04T05:00:00.000Z,IT,LOM,00:01:36:A6:2C:6B,?,45.480896,Via Edoardo Bassini
,0,20140719-00000,Milano,FASTWEB-1-utHJoCYPXAHt,wpa,W,0,?,infra,13,9.20936966,?,False,22,2014-07-19T15:00:00.000Z,2014-07-18T14:00:00.000Z,,2014-07-19T13:00:00.000Z,IT,LOM,00:01:36:A6:2C:7B,?,45.51425552,Via Alessandro Tassoni
,0,20120126-00000,Milano,FASTWEB-1-ghmstDauuaGE,wpa,W,0,?,infra,11,9.22995377,?,False,,2012-01-26T11:00:00.000Z,2012-01-26T12:00:00.000Z,,2012-01-26T09:00:00.000Z,IT,LOM,00:01:36:A6:2C:8E,?,45.49621964,Via Padova
,2,20110610-00000,Milano,FASTWEB-2011,wpa,W,0,?,infra,9,9.20703125,?,False,,2011-08-23T01:00:00.000Z,2011-06-10T08:00:00.000Z,,2011-08-22T23:00:00.000Z,IT,LOM,00:01:36:A6:2C:A0,?,45.46820831,Piazza del Tricolore
,3,20110908-00000,Milano,FASTWEB-1-YCi9g9rXLUwS,wpa,W,0,?,infra,6,9.21652412,?,False,,2012-04-28T15:00:00.000Z,2011-09-08T08:00:00.000Z,,2012-04-28T13:00:00.000Z,IT,LOM,00:01:36:A6:2C:B7,?,45.48637772,Viale Brianza
,3,20120315-00000,Milano,FASTWEB-1-GSVje9RhFKS7,wpa,W,0,?,infra,11,9.15876198,?,False,18,2012-05-25T16:00:00.000Z,2012-03-15T06:00:00.000Z,,2012-05-25T14:00:00.000Z,IT,LOM,00:01:36:A6:2C:BA,?,45.47252274,Via Alfredo Panzini
,0,20120219-00000,Milano,FASTWEB-1-Qgcr5vzvoDtz,wpa,W,0,?,infra,6,9.18857861,?,False,,2012-02-19T06:00:00.000Z,2012-02-19T12:00:00.000Z,,2012-02-19T04:00:00.000Z,IT,LOM,00:01:36:A6:2C:BB,?,45.5174408,Via Giovanni Terruggia
,6,20150308-00000,Milano,Fastweb123,wpa,W,0,?,infra,9,9.2220068,?,False,,2015-10-07T14:00:00.000Z,2015-03-08T20:00:00.000Z,,2015-10-07T14:00:00.000Z,IT,LOM,00:01:36:A6:2C:EA,?,45.49020767,Via Padova
,1,20151012-00000,Milano,FASTWEB-1-x7nhVfUZeH8X,wpa,W,0,?,infra,6,9.23522854,?,False,20,2015-10-26T03:00:00.000Z,2015-10-12T18:00:00.000Z,,2015-10-26T03:00:00.000Z,IT,LOM,00:01:36:A6:2C:FD,?,45.4637413,Via Cardinale Mezzofanti
,2,20120319-00000,Milano,FASTWEB-1-G4iVf55GWVLQ,wpa,W,0,?,infra,6,9.2364645,?,False,,2013-08-03T13:00:00.000Z,2012-03-19T10:00:00.000Z,,2013-08-03T11:00:00.000Z,IT,LOM,00:01:36:A6:2D:44,?,45.48432159,Piazza Enrico Bottini
comment,qos,transid,city,ssid,encryption,wep,bcninterval,dhcp,type,channel,trilong,paynet,userfound,housenumber,lasttime,firsttime,name,lastupdt,country,region,netid,freenet,trilat,road
,0,20120810-00000,Milano,FASTWEB-1-DmgEZQKHbc6L,wpa,W,0,?,infra,1,9.17739201,?,False,10,2012-08-10T00:00:00.000Z,2012-08-10T07:00:00.000Z,,2012-08-09T22:00:00.000Z,IT,LOM,00:01:36:A6:2D:70,?,45.4805603,Via Giovanni Battista Niccolini
,4,20121111-00000,Milano,FASTWEB-RIPROVELOX,wpa,W,0,?,infra,11,9.13367081,?,False,177,2016-01-03T11:00:00.000Z,2012-11-11T15:00:00.000Z,,2016-01-03T11:00:00.000Z,IT,LOM,00:01:36:A6:2D:87,?,45.44900131,Via Lorenteggio
,2,20110523-00000,Milano,FASTWEB-1-aQWto4htqPhS,wpa,W,0,?,infra,1,9.20757389,?,False,,2011-08-23T01:00:00.000Z,2011-05-23T12:00:00.000Z,,2011-08-22T23:00:00.000Z,IT,LOM,00:01:36:A6:2D:8F,?,45.46237183,Corso Ventidue Marzo
,1,20140320-00000,Milano,FASTWEB-1-nbByJYas7j9u,wpa,W,0,?,infra,6,9.20655537,?,False,,2014-08-09T02:00:00.000Z,2014-03-20T12:00:00.000Z,,2014-08-09T00:00:00.000Z,IT,LOM,00:01:36:A6:2D:B2,?,45.45996475,Viale Regina Margherita
,0,20161226-00000,Milano,FWDVL666,wpa2,2,0,?,infra,11,9.10516167,?,False,,2016-12-26T22:00:00.000Z,2016-12-27T07:00:00.000Z,,2016-12-26T22:00:00.000Z,IT,LOM,00:01:36:A6:2D:B6,?,45.45767975,Via Mar Nero
,1,20130115-00000,Milano,FASTWEB-1-NpSiLNrnnH7E,wpa,W,0,?,infra,11,9.1522665,?,False,,2015-04-19T22:00:00.000Z,2013-01-15T07:00:00.000Z,,2015-06-14T02:00:00.000Z,IT,LOM,00:01:36:A6:2D:C9,?,45.43927002,Via Santa Rita da Cascia
,0,20120212-00000,Milano,FASTWEB-MJ,wpa,W,0,?,infra,10,9.16516972,?,False,,2012-02-12T11:00:00.000Z,2011-12-30T22:00:00.000Z,,2012-02-12T09:00:00.000Z,IT,LOM,00:01:36:A6:2E:03,?,45.44771957,Via Elia Lombardini
,0,20120403-00000,Milano,FASTWEB-1-PFhhLgPHyudt,wpa,W,0,?,infra,6,9.1629467,?,False,,2012-04-03T17:00:00.000Z,2012-04-03T23:00:00.000Z,,2012-04-03T15:00:00.000Z,IT,LOM,00:01:36:A6:2E:9D,?,45.46462631,Via Giovanni Cantoni
,0,20160820-00000,Milano,FASTWEB-1-77iQQGiCggZ7,wpa,W,0,?,infra,6,9.18429089,?,False,69,2016-08-20T23:00:00.000Z,2016-08-21T08:00:00.000Z,,2016-08-20T23:00:00.000Z,IT,LOM,00:01:36:A6:2E:E1,?,45.43612671,Via Francesco de Sanctis
,1,20131229-00000,Milano,FASTWEB-1-pUZ5CepRxKii,wpa,W,0,?,infra,11,9.16316509,?,False,12,2014-01-16T00:00:00.000Z,2013-12-29T14:00:00.000Z,,2014-01-15T22:00:00.000Z,IT,LOM,00:01:36:A6:2F:6C,?,45.46081924,Piazzale Aquileia
,2,20120311-00000,Milano,FASTWEB-1-n7mXgt4YPJ4J,wpa,W,0,?,infra,11,9.16704464,?,False,4,2012-03-11T18:00:00.000Z,2012-02-24T14:00:00.000Z,,2012-03-11T16:00:00.000Z,IT,LOM,00:01:36:A6:2F:75,?,45.47598648,Via Eupili
,0,20130417-00000,Milano,FASTWEB-1-CASTELLANI,wpa,W,0,?,infra,1,9.21102715,?,False,7,2013-04-17T09:00:00.000Z,2013-04-17T16:00:00.000Z,,2013-04-17T07:00:00.000Z,IT,LOM,00:01:36:A6:2F:7F,?,45.47831726,Via Francesco Redi
,0,20160519-00000,Milano,viacernaia,wpa,W,0,?,infra,8,9.18981171,?,False,,2016-05-19T13:00:00.000Z,2016-05-19T21:00:00.000Z,,2016-05-19T13:00:00.000Z,IT,LOM,00:01:36:A6:2F:85,?,45.47392273,Via Cernaia
,0,20141119-00000,Milano,FASTWEB-MICHELA,wpa,W,0,?,infra,11,9.18242455,?,False,15,2014-11-19T14:00:00.000Z,2014-11-19T20:00:00.000Z,,2014-11-19T12:00:00.000Z,IT,LOM,00:01:36:A6:2F:CE,?,45.49341965,Via Valtellina
,0,20120827-00000,Milano,FASTWEB-1-YXXLys6QCsUx,wpa,W,0,?,infra,6,9.21474171,?,False,,2012-08-27T06:00:00.000Z,2012-08-26T17:00:00.000Z,,2012-08-27T04:00:00.000Z,IT,LOM,00:01:36:A6:30:47,?,45.47930527,Via Bartolomeo Eustachi
,0,20130812-00000,Milano,FASTWEB-1-RnwnAzQ43zHz,wpa,W,0,?,infra,6,9.16662121,?,False,,2013-08-12T00:00:00.000Z,2013-08-12T07:00:00.000Z,,2013-08-11T22:00:00.000Z,IT,LOM,00:01:36:A6:30:66,?,45.46837997,Via Gian Battista Bazzoni
,7,20120813-00000,Milano,FASTWEB_Wi-Fi,wpa2,2,0,?,infra,3,9.18535709,?,False,,2015-12-31T01:00:00.000Z,2012-08-13T07:00:00.000Z,,2015-12-31T01:00:00.000Z,IT,LOM,00:01:36:A6:30:69,?,45.44515991,Viale Tibaldi
,0,20120508-00000,Milano,FASTWEB-1-pCxi4rhoyrKd,wpa,W,0,?,infra,11,9.14806271,?,False,72,2012-05-08T13:00:00.000Z,2012-05-08T18:00:00.000Z,,2012-05-08T11:00:00.000Z,IT,LOM,00:01:36:A6:30:79,?,45.49134064,Via Marco Ulpio Traiano
,6,20110711-00000,Milano,Fastweb-Terlisio,wpa,W,0,?,infra,6,9.14386177,?,False,,2012-11-06T19:00:00.000Z,2011-07-11T13:00:00.000Z,,2012-11-06T17:00:00.000Z,IT,LOM,00:01:36:A6:30:E1,?,45.48490524,Viale Renato Serra
,0,20120605-00000,Milano,FASTWEB-1-ZChXbDXSaYJ5,wpa,W,0,?,infra,1,9.20892239,?,False,,2012-06-05T09:00:00.000Z,2012-06-05T16:00:00.000Z,,2012-06-05T07:00:00.000Z,IT,LOM,00:01:36:A6:31:19,?,45.4563179,Via Emilio Morosini
,2,20120319-00000,Milano,FASTWEB-1-001D8B4E7D4C,wpa,W,0,?,infra,11,9.23344231,?,False,61,2015-09-30T09:00:00.000Z,2012-03-19T10:00:00.000Z,,2015-09-30T09:00:00.000Z,IT,LOM,00:01:36:A6:31:4F,?,45.48374939,Via Giovanni Pacini
,1,20120501-00000,Milano,Local_Home,wpa,W,0,?,infra,10,9.22145367,?,False,,2012-10-22T01:00:00.000Z,2012-04-29T00:00:00.000Z,,2012-10-21T23:00:00.000Z,IT,LOM,00:01:36:A6:31:5D,?,45.51969528,Via Ernesto Breda
,2,20120605-00000,Milano,FASTWEB-1-001CA2C40BBC,wpa,W,0,?,infra,11,9.21476269,?,False,,2016-01-04T06:00:00.000Z,2012-06-05T15:00:00.000Z,,2016-01-04T06:00:00.000Z,IT,LOM,00:01:36:A6:31:5E,?,45.47025681,Via Castel Morrone
